document_id,sentence_id,start_token_id,end_token_id,split,ner_score,calibrated_score
EXP-1908-01-21-a-i0053,16,387,388,test,0.7681255340576172,0.6793050169944763
EXP-1908-01-21-a-i0053,16,389,389,test,2.4420625777565874e-05,4.6467310312436894e-05
EXP-1908-01-21-a-i0053,16,390,390,test,6.008140189805999e-07,1.3936776667833328e-05
EXP-1908-01-21-a-i0053,16,391,391,test,9.052391760633327e-06,5.176490049052518e-06
EXP-1908-01-21-a-i0053,16,392,392,test,2.36956293520052e-06,5.717343469768821e-07
EXP-1908-01-21-a-i0053,16,393,394,test,0.002494062064215541,0.00010905694216489792
EXP-1908-01-21-a-i0053,16,395,395,test,1.019164419524543e-09,0.0005430862074717879
EXP-1908-01-21-a-i0053,17,396,398,test,1.4664759362403856e-07,9.953592234523967e-05
EXP-1908-01-21-a-i0053,18,399,399,test,2.4201790438382886e-05,1.5843288565520197e-05
EXP-1908-01-21-a-i0053,18,400,400,test,0.11171642690896988,0.0011862704996019602
EXP-1908-01-21-a-i0053,18,401,401,test,4.02263776777545e-06,3.6385038129083114e-06
EXP-1908-01-21-a-i0053,18,402,402,test,6.209106686583254e-07,7.564949555671774e-07
EXP-1908-01-21-a-i0053,18,403,404,test,0.00042703343206085265,1.0207650120719336e-05
EXP-1908-01-21-a-i0053,18,405,405,test,5.172874466552457e-07,0.0004745266924146563
EXP-1908-01-21-a-i0053,18,406,406,test,0.0002428451698506251,0.007523281034082174
EXP-1908-01-21-a-i0053,18,407,407,test,8.577978150015042e-08,0.002584845991805196
EXP-1908-01-21-a-i0053,18,408,408,test,3.309813534357886e-11,0.006475111935287714
EXP-1908-01-21-a-i0053,18,409,412,test,0.00797401461750269,0.00683296425268054
EXP-1908-01-21-a-i0053,18,413,413,test,2.7948135125632767e-11,0.00041123334085568786
EXP-1908-01-21-a-i0053,19,414,416,test,0.9970431923866272,0.9980620741844177
EXP-1908-01-21-a-i0053,19,417,417,test,1.1305187896937241e-08,0.0033365217968821526
EXP-1908-01-21-a-i0053,19,418,418,test,0.4793688654899597,0.006921852007508278
EXP-1908-01-21-a-i0053,19,420,420,test,1.4918207853042986e-05,4.447400351637043e-05
EXP-1908-01-21-a-i0053,19,421,421,test,1.3959471289126668e-05,6.346023724290717e-07
EXP-1908-01-21-a-i0053,19,422,422,test,0.0022103535011410713,6.269932055147365e-05
EXP-1908-01-21-a-i0053,19,423,423,test,2.512453818326321e-07,1.4376785657077562e-05
EXP-1908-01-21-a-i0053,19,424,424,test,0.018139924854040146,0.00012750372115988284
EXP-1908-01-21-a-i0053,19,425,425,test,1.2023834642604925e-05,1.1691464351315517e-05
EXP-1908-01-21-a-i0053,19,426,427,test,0.1510138064622879,0.000250194629188627
EXP-1908-01-21-a-i0053,19,428,428,test,1.1618477628871915e-06,1.2103493645554408e-05
EXP-1908-01-21-a-i0053,19,429,431,test,0.11511069536209106,6.111768743721768e-05
EXP-1908-01-21-a-i0053,19,432,432,test,4.658858472339489e-07,1.9408811567700468e-05
EXP-1908-01-21-a-i0053,19,433,433,test,5.814050041408336e-07,0.0009584447834640741
EXP-1908-01-21-a-i0053,19,434,434,test,1.3439442227536347e-05,2.8209694846736966e-06
EXP-1908-01-21-a-i0053,19,435,435,test,2.281517936353339e-06,2.3633210730622523e-05
EXP-1908-01-21-a-i0053,19,436,436,test,0.04390307888388634,2.3375141608994454e-06
EXP-1908-01-21-a-i0053,19,437,437,test,9.33345289944043e-10,1.770952803781256e-05
EXP-1908-01-21-a-i0053,20,438,438,test,6.632266831729794e-06,0.0003724897396750748
EXP-1908-01-21-a-i0053,20,439,439,test,1.753057432551941e-07,0.0044956025667488575
EXP-1908-01-21-a-i0053,20,440,440,test,0.7731427550315857,0.04313856363296509
EXP-1908-01-21-a-i0053,20,441,441,test,2.43988361035008e-05,0.0009591591660864651
EXP-1908-01-21-a-i0053,20,442,442,test,0.0034974506124854088,0.018512479960918427
EXP-1908-01-21-a-i0053,20,443,443,test,1.8198238649347331e-07,2.0845576727879234e-05
EXP-1908-01-21-a-i0053,20,444,445,test,8.745125796849607e-07,0.006143493577837944
EXP-1908-01-21-a-i0053,20,446,446,test,0.0010852162959054112,0.0003182822256349027
EXP-1908-01-21-a-i0053,20,447,447,test,8.161669740047728e-08,0.0056455559097230434
EXP-1908-01-21-a-i0053,20,448,448,test,1.8654965331726572e-23,0.00023338427126873285
EXP-1908-01-21-a-i0053,20,449,449,test,0.017373710870742798,5.625466292258352e-05
EXP-1908-01-21-a-i0053,20,450,450,test,1.5780564410761144e-07,0.0034582086373120546
EXP-1908-01-21-a-i0053,20,451,451,test,2.1798517479965085e-07,3.547080041244044e-06
EXP-1908-01-21-a-i0053,20,452,452,test,4.3031159293605015e-06,0.0005744619411416352
